File,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,LBP_10,LBP_11,LBP_12,LBP_13,LBP_14,LBP_15,LBP_16,LBP_17,LBP_18,LBP_19,LBP_20,LBP_21,LBP_22,LBP_23,LBP_24,LBP_25,LBP_26,LBP_27,LBP_28,LBP_29,LBP_30,LBP_31,LBP_32,LBP_33,LBP_34,LBP_35,LBP_36,LBP_37,LBP_38,LBP_39,LBP_40,LBP_41,LBP_42,LBP_43,LBP_44,LBP_45,LBP_46,LBP_47,LBP_48,LBP_49,LBP_50,LBP_51,LBP_52,LBP_53,LBP_54,LBP_55,LBP_56,LBP_57,LBP_58,LBP_59,LBP_60,LBP_61,LBP_62,LBP_63,LBP_64,LBP_65,LBP_66,LBP_67,LBP_68,LBP_69,LBP_70,LBP_71,LBP_72,LBP_73,LBP_74,LBP_75,LBP_76,LBP_77,LBP_78,LBP_79,LBP_80,LBP_81,LBP_82,LBP_83,LBP_84,LBP_85,LBP_86,LBP_87,LBP_88,LBP_89,LBP_90,LBP_91,LBP_92,LBP_93,LBP_94,LBP_95,LBP_96,LBP_97,LBP_98,LBP_99,LBP_100,LBP_101,LBP_102,LBP_103,LBP_104,LBP_105,LBP_106,LBP_107,LBP_108,LBP_109,LBP_110,LBP_111,LBP_112,LBP_113,LBP_114,LBP_115,LBP_116,LBP_117,LBP_118,LBP_119,LBP_120,LBP_121,LBP_122,LBP_123,LBP_124,LBP_125,LBP_126,LBP_127,LBP_128,LBP_129,LBP_130,LBP_131,LBP_132,LBP_133,LBP_134,LBP_135,LBP_136,LBP_137,LBP_138,LBP_139,LBP_140,LBP_141,LBP_142,LBP_143,LBP_144,LBP_145,LBP_146,LBP_147,LBP_148,LBP_149,LBP_150,LBP_151,LBP_152,LBP_153,LBP_154,LBP_155,LBP_156,LBP_157,LBP_158,LBP_159,LBP_160,LBP_161,LBP_162,LBP_163,LBP_164,LBP_165,LBP_166,LBP_167,LBP_168,LBP_169,LBP_170,LBP_171,LBP_172,LBP_173,LBP_174,LBP_175,LBP_176,LBP_177,LBP_178,LBP_179,LBP_180,LBP_181,LBP_182,LBP_183,LBP_184,LBP_185,LBP_186,LBP_187,LBP_188,LBP_189,LBP_190,LBP_191,LBP_192,LBP_193,LBP_194,LBP_195,LBP_196,LBP_197,LBP_198,LBP_199,LBP_200,LBP_201,LBP_202,LBP_203,LBP_204,LBP_205,LBP_206,LBP_207,LBP_208,LBP_209,LBP_210,LBP_211,LBP_212,LBP_213,LBP_214,LBP_215,LBP_216,LBP_217,LBP_218,LBP_219,LBP_220,LBP_221,LBP_222,LBP_223,LBP_224,LBP_225,LBP_226,LBP_227,LBP_228,LBP_229,LBP_230,LBP_231,LBP_232,LBP_233,LBP_234,LBP_235,LBP_236,LBP_237,LBP_238,LBP_239,LBP_240,LBP_241,LBP_242,LBP_243,LBP_244,LBP_245,LBP_246,LBP_247,LBP_248,LBP_249,LBP_250,LBP_251,LBP_252,LBP_253,LBP_254,LBP_255,LBP_256,class
Medial Tibia of Nor_29.jpg,483,291,13,107,135,21,74,272,10,4,1,5,83,9,84,191,258,66,6,20,20,0,13,19,94,20,5,13,172,11,150,149,6,10,0,6,4,0,1,5,0,0,0,0,0,2,6,9,108,19,5,11,5,0,10,6,113,11,2,11,135,8,123,124,119,20,6,6,33,2,9,6,7,0,0,1,15,2,11,7,12,1,0,0,2,0,1,1,10,1,0,0,9,0,9,1,78,7,4,4,12,1,8,4,4,1,0,0,10,1,20,4,205,11,7,6,7,0,3,4,193,7,5,5,173,2,124,37,9,114,0,116,5,12,3,191,1,4,0,4,6,10,4,210,7,22,0,12,1,2,0,8,5,11,0,8,2,3,7,109,0,1,0,1,0,0,0,3,0,1,0,1,0,0,1,4,1,13,0,10,0,0,0,7,1,4,0,13,4,4,8,110,84,186,2,177,8,10,7,199,4,7,0,3,10,5,15,166,14,17,0,3,0,0,0,1,6,6,0,4,8,1,9,26,82,177,4,156,13,3,11,126,4,6,0,3,14,9,41,263,219,174,9,101,7,1,7,38,186,94,10,118,142,27,231,697,Normal
Medial Tibia of Nor_3.jpg,322,100,2,57,299,29,83,271,8,1,0,0,100,7,80,126,82,17,3,7,8,2,5,10,67,9,0,3,175,5,93,123,8,1,0,1,3,0,2,5,0,0,0,0,0,0,1,3,57,6,2,6,6,1,5,12,141,10,4,12,241,3,139,145,260,10,6,12,64,2,10,13,8,0,0,0,18,1,6,4,34,0,0,1,1,0,0,0,26,0,0,0,25,0,1,0,68,5,2,3,18,1,4,7,0,0,0,0,7,0,5,2,266,12,7,13,14,0,11,7,522,8,11,13,330,1,104,48,11,71,0,114,7,23,2,586,0,1,0,1,1,8,3,204,0,11,0,9,1,0,0,10,0,5,0,9,5,7,2,131,0,1,0,4,0,0,0,10,0,0,0,0,0,0,0,11,0,5,0,9,0,1,0,13,5,6,0,20,8,3,2,256,81,181,1,217,26,16,12,274,4,4,0,3,13,4,4,96,3,10,0,3,1,0,0,2,8,4,1,5,10,4,3,31,77,95,0,114,12,3,3,102,1,2,0,3,7,3,11,66,112,121,3,139,2,0,2,41,202,116,10,232,102,24,63,637,Normal
Medial Tibia of Nor_30.jpg,454,120,10,66,333,24,89,225,11,3,0,1,76,10,76,120,116,26,4,12,18,1,8,6,68,9,1,8,223,13,137,130,11,3,0,0,10,0,0,5,0,0,0,0,2,0,2,3,60,5,4,7,14,1,11,13,104,18,4,7,303,8,151,138,344,17,5,20,88,0,19,19,10,0,2,0,19,0,13,0,14,1,1,0,2,0,1,0,5,1,0,0,19,0,5,3,82,9,2,11,19,0,15,11,1,1,2,0,9,0,4,1,180,8,2,7,13,0,6,5,205,4,9,10,250,1,124,34,10,69,2,91,12,21,2,245,0,3,0,5,2,4,2,111,5,11,0,13,0,0,0,11,3,9,0,16,4,9,4,139,1,2,0,2,0,0,0,9,0,0,0,0,0,0,0,6,0,9,0,11,0,0,0,11,3,11,2,39,12,17,2,283,99,206,2,294,12,17,8,247,0,6,1,13,11,4,4,106,7,7,0,10,0,0,0,4,10,16,0,18,11,2,7,48,46,115,1,158,8,6,9,102,2,5,1,2,8,1,9,84,93,104,3,129,2,4,1,42,98,131,4,295,90,44,97,799,Normal
Medial Tibia of Nor_31.jpg,801,124,20,71,411,22,103,134,17,3,2,6,108,5,66,79,135,18,4,10,23,1,6,6,75,10,5,16,138,7,74,102,26,5,0,3,15,0,2,5,1,0,0,0,6,2,6,6,71,11,2,8,23,3,7,2,92,13,6,18,190,12,105,126,370,25,19,23,108,1,32,16,16,0,2,2,35,1,15,6,15,1,2,2,1,0,4,1,18,1,1,2,10,0,10,3,88,7,12,7,18,1,12,6,7,0,1,0,17,2,7,8,135,4,5,10,12,0,1,4,157,11,20,15,131,2,89,40,17,60,1,104,13,16,7,139,0,5,0,7,7,6,7,130,5,13,1,25,1,1,0,7,6,11,0,23,6,9,7,122,4,5,0,11,2,0,0,12,0,0,1,1,0,0,0,16,2,17,0,13,0,4,0,10,7,18,1,70,19,22,19,379,94,142,5,199,34,14,17,147,3,6,0,10,7,4,15,83,6,6,0,8,0,2,0,1,3,11,0,16,5,4,2,43,55,75,2,113,14,7,8,88,10,6,0,11,8,1,11,97,60,78,5,124,8,3,8,37,92,117,14,368,92,38,101,935,Normal
Medial Tibia of Nor_32.jpg,481,91,10,63,382,18,78,183,10,1,1,0,89,8,42,93,88,26,3,8,22,1,6,8,62,8,1,9,210,10,97,124,10,0,0,3,10,1,2,7,0,0,0,0,3,0,5,3,64,12,4,2,18,1,3,4,104,11,1,10,259,8,133,152,338,28,9,15,129,2,35,16,8,0,0,0,23,0,7,5,28,1,1,1,1,0,0,0,14,1,1,0,9,0,4,4,82,8,2,4,21,1,9,12,2,0,0,0,10,1,4,5,163,9,8,7,20,0,10,3,225,6,6,10,251,2,101,38,10,86,0,137,8,13,3,274,0,1,0,5,5,8,1,154,4,9,0,13,0,1,0,8,1,6,0,11,11,9,2,134,2,1,0,4,0,1,0,8,0,0,0,0,0,0,0,5,1,8,0,21,1,1,0,14,4,19,0,45,4,11,4,344,90,201,2,287,26,17,16,320,4,3,0,6,5,8,2,94,9,9,2,11,0,1,0,2,5,6,0,14,8,1,2,30,51,93,1,164,14,3,8,100,3,1,0,2,2,1,11,99,78,101,1,126,5,1,2,25,99,115,4,322,94,40,85,794,Normal
Medial Tibia of Nor_33.jpg,456,224,13,105,149,14,86,190,12,5,0,1,73,9,83,139,231,50,8,18,19,1,12,9,117,28,4,6,220,12,184,153,11,3,0,2,2,0,2,4,0,1,0,0,2,0,1,5,106,18,3,8,13,0,8,5,141,13,1,13,298,7,183,101,142,22,4,10,37,0,14,12,3,0,0,0,14,1,17,3,21,0,0,0,3,0,2,0,0,0,0,0,7,0,3,0,70,4,3,8,19,0,11,11,2,0,0,1,9,0,12,1,174,9,6,2,11,0,7,2,185,7,0,2,257,4,150,23,5,132,0,150,3,9,0,201,0,3,0,1,4,6,0,135,6,16,0,16,1,1,0,5,3,11,0,10,4,8,2,100,0,2,0,4,0,0,0,1,0,1,0,1,0,0,0,3,1,8,0,15,0,0,0,3,1,11,0,11,5,4,7,134,67,207,0,286,16,6,12,243,5,7,0,5,5,6,14,133,6,16,0,7,1,0,1,7,10,11,0,7,6,2,8,46,83,171,4,196,13,5,20,156,3,6,0,8,8,5,21,196,148,149,10,104,6,2,5,33,126,110,5,105,124,24,231,653,Normal
Medial Tibia of Nor_34.jpg,530,128,12,75,371,21,96,199,12,5,1,3,80,7,50,87,113,28,1,9,19,2,8,9,61,8,1,8,157,8,91,99,9,3,1,5,12,0,2,6,1,0,0,0,6,0,1,2,47,7,3,8,16,1,10,9,121,18,3,14,211,6,142,116,370,16,7,12,117,0,22,17,10,2,0,1,22,2,12,5,20,1,0,0,1,0,1,2,15,1,1,0,20,0,2,4,96,9,6,5,28,1,8,7,2,0,0,1,11,1,10,3,193,15,7,6,16,0,5,3,251,11,13,23,215,3,88,36,13,61,0,116,10,24,2,241,0,3,0,6,3,3,2,156,1,5,0,18,0,0,0,8,1,8,1,18,7,6,3,133,0,3,0,1,2,2,0,9,0,0,0,0,0,0,0,4,4,12,0,9,0,1,0,8,4,10,0,61,9,7,6,318,86,185,1,210,22,13,16,224,2,4,0,10,7,9,10,115,6,12,0,3,0,0,0,3,5,9,0,16,8,2,4,34,69,89,1,136,15,1,7,104,2,2,0,2,12,4,8,97,97,116,2,142,6,6,3,38,145,152,6,317,90,35,91,836,Normal
Medial Tibia of Nor_35.jpg,386,77,8,75,272,10,119,216,11,1,0,2,116,2,89,127,93,12,2,8,13,0,13,4,66,9,3,7,265,12,115,136,9,2,0,2,5,0,4,3,0,1,0,0,3,0,2,4,75,4,1,3,13,0,5,2,161,13,5,7,421,10,191,151,237,17,8,24,65,1,24,19,4,0,0,0,15,0,11,6,7,0,0,1,2,0,0,0,12,1,0,0,12,0,5,0,95,6,2,4,33,0,14,5,1,0,0,0,10,0,10,2,174,11,7,4,14,0,5,1,273,3,6,5,291,0,103,28,4,69,0,163,3,11,3,251,0,3,0,5,2,7,2,170,0,10,0,11,0,0,0,1,1,14,0,21,2,9,1,172,1,0,0,2,0,0,0,5,0,0,0,1,0,0,0,4,1,2,0,16,0,1,0,7,2,25,0,29,7,18,8,228,92,214,2,485,19,15,13,299,1,2,0,7,4,3,4,109,9,8,1,6,0,0,0,1,4,3,0,11,3,4,2,31,80,104,0,193,7,3,4,105,1,5,0,8,7,5,6,73,87,104,2,132,3,3,1,23,127,144,1,200,91,28,56,610,Normal
Medial Tibia of Nor_36.jpg,381,103,4,63,240,19,92,286,14,1,0,1,99,3,69,111,68,15,1,7,14,1,3,14,72,6,2,5,160,4,119,109,4,3,0,3,1,0,1,5,1,0,0,0,1,0,2,3,55,11,2,9,5,1,4,4,178,8,3,21,250,3,162,138,271,14,1,6,68,2,17,9,12,0,1,0,24,1,17,2,27,1,0,0,3,0,0,0,16,0,0,1,17,0,2,1,89,1,3,5,10,0,7,2,2,0,0,0,11,0,5,2,237,2,5,10,11,0,5,2,510,4,9,7,285,2,103,33,13,82,0,178,9,27,3,579,1,2,0,1,4,6,0,243,1,7,0,11,0,0,0,8,2,4,0,9,3,5,3,139,1,4,0,5,0,0,0,6,0,0,0,0,0,0,0,7,0,8,0,12,1,0,0,10,3,14,0,33,2,3,3,245,115,162,2,305,29,19,6,337,4,2,0,3,11,7,3,90,7,6,0,6,0,0,0,3,5,5,0,1,5,3,0,20,69,98,1,158,8,4,6,111,2,4,0,6,4,0,3,77,146,155,2,160,5,1,1,34,233,107,3,216,85,21,58,530,Normal
Medial Tibia of Nor_37.jpg,381,75,3,50,296,15,98,253,12,1,0,2,114,3,62,110,80,9,1,4,8,1,2,9,70,10,0,2,203,8,89,126,7,3,0,1,4,0,4,5,0,0,0,0,0,0,0,2,59,10,2,11,8,0,4,9,170,12,6,16,271,8,155,161,272,16,4,13,61,1,16,13,5,1,0,0,24,0,5,3,24,0,0,1,0,0,0,0,17,0,0,0,15,0,5,2,79,2,1,3,16,1,6,7,1,0,0,0,8,0,7,4,259,7,6,3,12,0,5,3,488,11,9,20,293,4,107,32,7,66,0,163,10,23,3,444,0,5,0,1,1,7,2,203,2,4,0,10,0,1,0,8,4,7,0,8,4,5,3,135,0,0,0,5,1,0,0,11,0,0,0,0,0,0,0,6,0,3,0,21,0,0,0,8,0,9,0,28,4,7,1,224,92,204,1,262,15,22,9,290,2,4,0,4,13,4,9,92,7,8,0,5,0,0,0,2,6,6,0,2,8,4,6,20,70,99,2,146,11,4,8,80,1,4,0,4,4,3,6,56,128,115,3,156,2,3,2,47,225,121,5,231,84,32,61,620,Normal
Medial Tibia of Nor_38.jpg,359,77,10,77,297,11,113,205,8,1,0,4,85,6,85,109,104,20,2,11,21,0,7,2,68,4,0,5,255,9,132,139,10,1,1,2,11,0,6,2,0,0,0,0,4,0,1,5,91,3,0,5,15,2,8,3,160,17,3,11,459,8,216,131,269,21,9,15,63,2,29,14,5,0,0,0,20,1,7,5,6,0,0,0,0,0,0,0,8,2,0,0,11,0,1,1,108,7,5,3,22,1,13,10,2,0,0,0,13,0,9,4,196,6,3,5,17,0,6,0,264,2,1,7,271,0,95,22,8,74,0,148,5,2,1,217,0,5,0,6,3,5,0,163,4,10,0,12,0,0,1,2,1,12,0,18,10,5,1,130,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,3,2,7,0,9,0,0,0,5,1,12,1,24,10,11,4,243,84,224,1,451,15,8,10,279,0,10,0,9,6,3,8,96,2,7,0,6,0,0,1,0,5,7,0,15,4,1,8,37,74,119,1,211,4,4,6,93,1,1,0,3,5,1,6,63,88,128,3,124,7,3,1,22,165,151,2,239,101,45,77,593,Normal
Medial Tibia of Nor_39.jpg,412,121,11,75,234,7,110,219,12,3,0,0,82,8,74,133,122,23,6,9,27,1,8,8,75,12,2,3,281,13,209,149,10,4,0,2,6,0,5,8,0,1,0,0,0,0,2,5,82,9,4,14,22,1,11,5,118,9,1,14,395,4,223,118,240,19,11,24,53,0,23,18,5,0,0,0,13,0,12,7,13,1,1,1,0,0,2,0,4,0,0,1,17,0,4,3,85,9,3,11,21,1,21,11,1,0,1,0,7,1,5,2,164,10,5,2,13,1,6,4,170,5,4,6,219,4,124,36,6,103,1,130,6,8,1,186,0,3,0,5,6,4,2,155,3,13,1,11,0,0,0,8,4,6,0,6,11,9,3,145,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,5,1,8,1,0,0,6,3,12,0,18,12,10,8,190,79,231,4,424,12,9,7,257,2,5,0,8,5,7,6,119,10,13,1,8,0,0,0,2,6,8,0,10,8,4,6,65,76,162,2,218,5,3,10,93,2,2,0,9,6,2,8,111,92,130,2,116,3,1,2,24,121,133,2,195,124,37,97,633,Normal
Medial Tibia of Nor_4.jpg,336,114,3,55,236,21,87,258,6,3,1,1,102,5,59,106,103,17,3,7,22,1,4,10,77,8,0,5,219,10,114,141,7,2,0,3,4,0,1,5,0,0,0,0,0,0,0,4,58,16,5,6,7,0,7,9,140,18,2,12,257,4,126,154,258,20,5,10,98,2,6,22,4,0,0,0,29,0,9,3,18,0,0,0,4,0,1,0,17,1,0,0,30,0,4,0,74,2,4,2,17,0,4,4,2,0,0,0,8,0,6,6,218,9,1,14,18,0,5,5,370,8,4,7,312,6,117,41,6,68,0,135,3,17,0,424,1,1,0,0,3,4,1,198,1,9,0,14,0,0,0,17,1,6,0,9,2,8,0,142,0,1,0,4,0,1,0,7,0,0,0,1,0,0,1,6,0,6,0,12,0,0,0,8,2,7,0,36,2,6,5,241,119,205,2,278,31,16,7,320,3,4,0,3,11,2,5,107,6,9,0,4,0,0,0,1,5,5,0,5,6,0,6,22,71,101,1,174,5,3,3,107,2,3,0,1,4,4,4,78,142,172,4,140,2,1,5,40,180,145,1,187,95,29,78,635,Normal
Medial Tibia of Nor_5.jpg,428,136,14,67,205,18,95,225,6,3,0,1,87,4,78,152,119,14,4,13,11,0,6,7,87,14,0,3,194,8,113,135,13,1,0,1,3,0,4,9,0,1,0,0,2,1,2,7,73,12,3,9,9,0,6,5,182,11,6,13,261,2,173,106,190,10,4,10,54,0,13,16,4,0,0,0,19,0,7,2,23,2,0,0,0,0,0,0,12,0,0,0,14,0,3,0,90,10,3,8,19,0,6,3,4,0,0,0,10,1,8,4,245,8,6,6,12,0,5,3,395,7,7,2,317,4,88,28,15,84,1,181,8,7,2,384,0,1,0,5,3,9,2,203,4,16,0,15,0,0,1,4,2,9,0,12,5,6,0,116,1,1,0,6,0,0,0,7,0,0,0,1,0,0,0,9,2,18,0,17,0,0,0,8,4,12,1,20,3,7,4,185,81,192,1,250,19,17,9,298,3,0,0,7,8,10,8,116,10,9,0,4,1,0,1,2,3,7,0,9,4,0,4,38,86,117,4,175,9,4,10,111,4,7,1,7,6,3,7,103,161,137,2,136,5,2,3,37,197,123,4,162,105,26,100,591,Normal
Medial Tibia of Nor_6.jpg,390,95,7,59,238,23,105,219,11,3,0,0,107,4,70,116,110,6,2,11,16,0,7,7,75,7,2,5,178,8,81,140,7,3,0,2,6,1,2,3,0,0,0,0,3,0,1,5,73,7,4,5,13,2,3,7,174,20,2,20,275,12,155,135,282,14,2,5,91,1,17,11,8,0,0,0,25,0,12,3,18,1,0,0,0,0,0,0,13,0,0,0,19,0,3,1,104,5,0,3,23,0,6,7,1,0,0,0,12,0,6,4,215,8,2,5,13,0,4,1,453,6,4,11,327,0,110,41,7,63,0,163,4,18,2,489,1,2,0,3,3,5,2,196,0,13,0,16,0,0,0,8,2,10,0,8,5,3,0,126,0,2,0,3,0,1,0,6,0,0,0,0,0,0,0,5,3,6,0,20,0,0,0,11,2,11,0,37,3,5,5,267,78,188,3,304,25,19,8,328,6,2,0,5,10,3,6,78,3,6,0,1,0,0,0,1,4,6,0,4,7,4,2,25,72,77,1,137,14,2,7,105,3,4,0,3,2,2,6,70,106,107,1,127,7,3,4,30,162,131,4,235,81,29,77,591,Normal
Medial Tibia of Nor_7.jpg,368,89,9,60,286,6,109,226,8,1,0,2,95,5,75,91,91,5,3,9,18,1,2,4,57,9,2,7,247,4,100,103,11,3,1,3,3,0,2,4,1,0,0,0,2,0,0,5,49,8,1,4,14,0,3,6,179,7,0,10,574,7,192,155,290,18,12,15,69,0,34,22,1,0,0,0,21,0,8,3,12,2,0,0,0,0,0,0,7,0,0,1,9,0,4,3,98,5,6,0,30,0,9,0,1,0,0,0,11,0,6,1,149,3,3,8,11,0,7,0,292,3,6,6,296,1,93,33,9,59,0,169,2,15,0,287,0,1,0,6,2,1,4,148,3,9,0,19,0,0,0,8,1,8,1,22,4,5,4,157,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,3,3,0,14,0,1,0,6,4,19,0,34,11,10,4,254,77,235,2,527,18,8,8,313,3,2,0,8,5,2,6,88,5,6,0,2,0,0,0,1,5,6,0,17,3,5,0,26,51,108,1,175,10,3,8,78,2,4,1,5,2,1,0,66,116,124,2,127,4,2,4,11,152,121,2,212,91,29,75,573,Normal
Medial Tibia of Nor_8.jpg,401,95,11,57,284,14,89,255,18,1,0,0,114,2,95,145,84,10,1,7,16,0,7,5,73,8,0,9,189,5,91,135,10,2,1,3,3,0,2,3,1,0,0,0,1,0,1,5,53,6,3,13,8,1,6,9,139,14,4,11,270,2,141,154,264,14,7,8,64,0,9,8,12,1,0,0,30,0,6,5,25,2,0,0,1,0,0,0,24,1,0,1,21,0,2,2,91,4,1,4,18,1,10,5,2,0,0,0,4,0,3,2,199,7,2,6,11,0,4,3,543,4,16,8,265,3,121,32,17,67,0,129,9,31,1,553,0,1,0,5,1,6,2,251,1,3,0,15,0,0,0,9,4,9,0,3,1,6,2,139,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,1,4,0,13,0,0,0,11,1,12,0,32,6,2,4,261,108,160,2,231,20,19,6,246,7,2,0,5,11,4,6,75,6,6,0,4,0,0,1,3,13,4,0,5,0,2,1,23,76,89,5,132,6,0,5,103,3,1,0,4,2,2,8,65,137,129,2,148,3,1,1,37,212,136,7,231,70,19,55,555,Normal
Medial Tibia of Nor_9.jpg,392,89,6,86,278,9,108,173,3,4,0,2,66,7,68,94,99,19,1,9,25,2,4,10,66,12,0,5,252,10,140,117,9,4,2,4,3,0,5,9,0,0,0,0,0,1,2,1,78,8,1,8,19,0,5,6,149,17,2,6,515,6,204,116,236,26,10,23,54,0,28,16,3,0,0,0,21,1,11,7,9,0,0,0,0,0,0,0,6,0,0,0,14,1,3,0,98,6,7,5,23,3,8,5,4,0,0,0,14,1,9,5,184,4,3,3,10,0,6,3,251,6,3,8,290,2,92,27,5,45,0,153,1,11,1,248,0,1,0,3,1,6,1,153,1,11,0,18,1,0,0,9,3,13,0,16,6,6,4,163,1,1,0,2,1,0,0,2,0,0,0,0,0,0,0,4,0,10,0,8,0,0,0,4,4,10,0,15,7,16,5,228,91,239,5,497,13,13,13,293,2,5,0,12,4,10,7,112,4,9,0,7,0,1,1,2,5,10,0,12,9,2,3,41,57,113,2,190,9,2,4,107,1,4,0,4,8,0,3,72,85,116,4,130,2,1,3,25,124,153,5,191,103,40,89,649,Normal
